No,상품명,cate_code,대분류,중분류,소분류,세분류,prd_key
43495,대림 원터치 시트 고정 나사 상부체결 변기 뚜껑 너트 볼트 앙카볼트,50002274,생활/건강,욕실용품,욕실잡화,변기커버,생활/건강$욕실용품$욕실잡화$변기커버
43496,알렌헤스 알렌헤스 ZED-24 24채널 음향 오디오 인터페이스 믹서,50001966,디지털/가전,음향가전,오디오믹서,N,디지털/가전$음향가전$오디오믹서$N
43497,SUN 핸디미니야채다지기,50004757,생활/건강,주방용품,칼/커팅기구,다지기,생활/건강$주방용품$칼/커팅기구$다지기
43498,망고모히또 아이스파우치음료 230ml x 10개 (),50002255,식품,음료,청량/탄산음료,아이스티음료,식품$음료$청량/탄산음료$아이스티음료
43499,홍스몰 차량용 LED 송풍구형 선풍기 써큘레이터 LED조명 카팬 에어컨바람,50003975,생활/건강,자동차용품,편의용품,차량용선풍기,생활/건강$자동차용품$편의용품$차량용선풍기
43500,마른다시마 500g 동해안 식품 수산물 김 해초 미역,50004696,식품,수산물,김/해초,다시마,식품$수산물$김/해초$다시마
43501,"경계석, 사구석, 조경석,둥글이,정원조경,사고석,조경,현무암",50001798,생활/건강,정원/원예용품,정원데코,N,생활/건강$정원/원예용품$정원데코$N
43502,전동포크레인 대형 승용 장난감 입학 선물 푸쉬카 소형 미니 생일 완구 건설차량 시물레이셔,50004414,출산/육아,완구/매트,승용완구,트레일러,출산/육아$완구/매트$승용완구$트레일러
43503,에텔랑 자일리티 모이스처 워터 클렌저 300ml,50000456,화장품/미용,클렌징,클렌징워터,N,화장품/미용$클렌징$클렌징워터$N
43504,넷메이트 DL01G 일회용 USB 포트 잠금장치 그린 보안,50002781,디지털/가전,PC액세서리,USB액세서리,USB잠금장치,디지털/가전$PC액세서리$USB액세서리$USB잠금장치
43505,그라비티 G11 PLUS 오픈페이스 초경량 헬멧 내피분리,50003180,스포츠/레저,오토바이/스쿠터,오토바이용품,헬멧,스포츠/레저$오토바이/스쿠터$오토바이용품$헬멧
43506,UST 마미야 리코일 650 핑크 F1 플렉스L,50002789,스포츠/레저,골프,골프클럽,피팅헤드/샤프트,스포츠/레저$골프$골프클럽$피팅헤드/샤프트
43507,아너스가구 루이8000 에코 페트 라이트그레이 싱크대 (1.4m기준) 주방리모델링 싱크대리모델링,50008228,가구/인테리어,DIY자재/용품,리모델링,싱크대,가구/인테리어$DIY자재/용품$리모델링$싱크대
43508,케어메이트 물 없이 환자 산모 환자용 샴푸 통깁스 양로원,50001947,생활/건강,실버용품,목욕보조용품,N,생활/건강$실버용품$목욕보조용품$N
43509,먹오프 클리너 콘센트레이트 1L 자전거 세척제,50002841,스포츠/레저,자전거,자전거용품,세척제,스포츠/레저$자전거$자전거용품$세척제
43510,상체운동 기구 바벨 원판 바벨 플레이트,50003160,스포츠/레저,헬스,웨이트기구,바벨,스포츠/레저$헬스$웨이트기구$바벨
43511,셔터리모컨 DEC-331CTX 셔터 리모콘 차고문 오버헤드 FT100 송신기,50002125,디지털/가전,영상가전,영상가전액세서리,리모컨,디지털/가전$영상가전$영상가전액세서리$리모컨
43512,산뜻한 핑크 홈트레이닝 필라테스 요가매트 6mm,50001527,스포츠/레저,요가/필라테스,요가매트,N,스포츠/레저$요가/필라테스$요가매트$N
43513,A3 제도판 건축 건설 토목 제도 도구 드로잉 보드,50003764,생활/건강,문구/사무용품,제도용품,제도판,생활/건강$문구/사무용품$제도용품$제도판
43514,[고메공방] 딤섬 냉동 야채튀김 1kg,50001871,식품,냉동/간편조리식품,만두,N,식품$냉동/간편조리식품$만두$N
43515,아카시아 프리미엄 라텍스 베개 일반형 낮은형 2P세트,50003475,가구/인테리어,침구단품,베개,라텍스베개,가구/인테리어$침구단품$베개$라텍스베개
43516,보레스 페이스리프트 차량용 사계절 자동차시트커버 카시트커버,50000638,생활/건강,자동차용품,시트커버,N,생활/건강$자동차용품$시트커버$N
43517,아리수 캠핑 그리들 S,50002663,스포츠/레저,캠핑,취사용품,바비큐그릴/화로대,스포츠/레저$캠핑$취사용품$바비큐그릴/화로대
43518,엄마까투리 엄마까투리 통나무기차 두리,50004209,출산/육아,완구/매트,작동완구,기차,출산/육아$완구/매트$작동완구$기차
43519,[180커피로스터스] 콜드브루 3종,50005541,식품,음료,커피,더치커피,식품$음료$커피$더치커피
43520,컨텐더 - 시합용 주짓수도복 면소재 CJW-554PK,50001291,스포츠/레저,수련용품,무도복,N,스포츠/레저$수련용품$무도복$N
43521,NUVO 벨크리머 에스프레소 샷잔,50004794,생활/건강,주방용품,커피용품,스팀피쳐/밀크저그,생활/건강$주방용품$커피용품$스팀피쳐/밀크저그
43522,하이스 평대패 고속도 전문가용 손대패 목공대패 공구,50003282,생활/건강,공구,목공공구,대패,생활/건강$공구$목공공구$대패
43523,옷자락 여성 중년 위빙 피셔맨 콤보 모카신 단화 슬립온,50003821,패션잡화,여성신발,단화,슬립온,패션잡화$여성신발$단화$슬립온
43524,인테리어 실내 조명 led 벽등 카페 호텔 벽부등,50003332,가구/인테리어,인테리어소품,조명,벽등,가구/인테리어$인테리어소품$조명$벽등
43525,와인앤쿡 다용도 미니멀 원형 케이크 틀 소형 1개,50004820,생활/건강,주방용품,제과/제빵용품,빵틀,생활/건강$주방용품$제과/제빵용품$빵틀
43526,뉴트리원 정우성 루테인 지아잔틴164 리버케어 6박스 6개월분,50002608,식품,건강식품,영양제,루테인,식품$건강식품$영양제$루테인
43527,플라스틱리벳건 리벳못4종 포함,50003467,생활/건강,공구,체결용품,리벳,생활/건강$공구$체결용품$리벳
43528,[기타] 바보사랑  우리반 카드형 USB 메모리 32GB,50001615,디지털/가전,저장장치,USB메모리,N,디지털/가전$저장장치$USB메모리$N
43529,USB LCD Rechargeable Baldheaded Engraving Hair Clipper All Metal Body Electric Hair Trimmer Cordless,50004401,화장품/미용,뷰티소품,헤어소품,기타헤어소품,화장품/미용$뷰티소품$헤어소품$기타헤어소품
43530,캠핑 술게임 자석다트 캠린이준비물 다트판 다트설치,50004131,생활/건강,수집품,게임,다트,생활/건강$수집품$게임$다트
43531,뉴발란스 5740 M5740CBB,50003854,패션잡화,남성신발,운동화,러닝화,패션잡화$남성신발$운동화$러닝화
43532,키친타올 걸이 철제,50004771,생활/건강,주방용품,주방수납용품,주방정리소품,생활/건강$주방용품$주방수납용품$주방정리소품
43533,분무기노즐 괴물노즐110 폼건개조 세차용품,50003937,생활/건강,자동차용품,세차용품,호스,생활/건강$자동차용품$세차용품$호스
43534,New Hot Ice Skate Roller Blading Carry Bag with Shoulder Strap for Kids Adults,50001538,스포츠/레저,스케이트/보드/롤러,스케이트보드,N,스포츠/레저$스케이트/보드/롤러$스케이트보드$N
43535,220v 650w 저소음 가솔린 발전기 휴대용 가정용 소형 2 캠핑 야외 휴대용 발전기,50003442,생활/건강,공구,소형기계,발전기,생활/건강$공구$소형기계$발전기
43536,오토하임 일체형 루프박스,50004075,생활/건강,자동차용품,익스테리어용품,루프박스,생활/건강$자동차용품$익스테리어용품$루프박스
43537,싸다구 기타 걸이 발걸이 발해먹거 사무 발거 거치대,50002063,생활/건강,건강관리용품,기타건강관리용품,N,생활/건강$건강관리용품$기타건강관리용품$N
43538,밀크앤페퍼 이삭 그린 야자수 레인코트 강아지 옷 우비 비옷 방수 산책 외출,50007157,생활/건강,반려동물,패션용품,레인코트,생활/건강$반려동물$패션용품$레인코트
43539,항아리 양념단지 2호,50004577,생활/건강,주방용품,보관/밀폐용기,항아리,생활/건강$주방용품$보관/밀폐용기$항아리
43540,백설 해바라기씨유 900ml x 1개  단품  단품,50012720,식품,식용유/오일,해바라기씨유,N,식품$식용유/오일$해바라기씨유$N
43541,내 남자 찜 톤업크림 남성화장품,50000324,화장품/미용,남성화장품,크림,N,화장품/미용$남성화장품$크림$N
43542,번역기 사전 단어번역기계 전자사전 음성 어학학습기,50001730,디지털/가전,학습기기,어학학습기,N,디지털/가전$학습기기$어학학습기$N
43543,[홍천산림조합] 홍천 잣 선물세트(백잣) 100gx3/100gx5,50002241,식품,농산물,견과류,잣,식품$농산물$견과류$잣
43544,트랙스 멀티 다기능 국기봉 깃봉 폴대 보조미러,50004072,생활/건강,자동차용품,익스테리어용품,폴대,생활/건강$자동차용품$익스테리어용품$폴대
43545,키즈 낮잠 이불 아동 유아 침구 세트 가을 겨울 수입 단일 패딩6종-페이지드림-퍼플,50005305,출산/육아,유아침구,낮잠이불,N,출산/육아$유아침구$낮잠이불$N
43546,WB7FFBD미스터골프 퀴락(Q-LOK) 스파이크,50002809,스포츠/레저,골프,골프잡화,스파이크,스포츠/레저$골프$골프잡화$스파이크
43547,뉴베라 뉴베라 멀티핏 아쿠아슈즈 여성 남성 키즈 워터슈즈,50003857,패션잡화,남성신발,운동화,아쿠아슈즈,패션잡화$남성신발$운동화$아쿠아슈즈
43548,22년 국내산 햇 흙생강 생강  5kg,50002206,식품,농산물,채소,생강,식품$농산물$채소$생강
43549,오성 무릎보호대 후속 신발덮개기능 예초기 벌초 잔디깍기 OSC-961S OSC-960S,50003454,생활/건강,공구,안전용품,기타안전용품,생활/건강$공구$안전용품$기타안전용품
43550,BMW 미니쿠퍼 컨트리맨 순정 엔진오일 세트,50004054,생활/건강,자동차용품,오일관리,엔진오일,생활/건강$자동차용품$오일관리$엔진오일
43551,380V 초대형 삼상 그라인더 각도 고속 절단기 전기톱,50003418,생활/건강,공구,절삭공구,각도/고속절단기,생활/건강$공구$절삭공구$각도/고속절단기
43552,말린 산수유 열매 1kg 건강 영양 약재 한방 어르신,50002622,식품,건강식품,한방재료,기타한방재료,식품$건강식품$한방재료$기타한방재료
43553,[K2세이프티] 무릎보호대 IUA119P3,50003454,생활/건강,공구,안전용품,기타안전용품,생활/건강$공구$안전용품$기타안전용품
